deal_class,risk_tier,risk_rank,deal_score,contract_id,contract_price,item_type_count,item_total_units,items,top_value_items,jita_buy_gross,sales_tax_if_instant,instant_liquidation_net_value,haul_reserve,instant_net_profit,instant_net_roi,jita_replacement_value,list_broker_fee,list_sales_tax,list_relist_reserve,list_net_profit_est,list_net_roi_est,buy_unit_coverage,fully_buy_types,priced_buy_types,priced_sell_types,total_m3,start_location_id,station_name,system_id,system_name,region_id,security,secure_jumps_to_jita,shortest_jumps_to_jita,is_player_structure,friendly_sov,friendly_region,sov_alliance_id,friendly_alliance_id,friendly_alliance_name,friendly_alliance_ticker,date_expired,eve_contract_url,mail_net_profit,mail_net_roi,mail_eligible,mail_filter_reason
B 挂单潜在套利,A2 Jita近郊高安,1,53.8,235153918,5999999999.0,1,1,Azbel x1,Azbel x1≈3827.0M,3827000000.0,129161250.0,3697838750.0,258000000.0,-2560161249.0,-0.4091021491545385,7899000000.0,118485000.0,266591250.0,47393999.99999999,1208529751.0,0.1881308398225014,1.0,1,1,1,80000.0,60011431,Fluekele IV - Moon 1 - Pend Insurance Depository,30002677,Fluekele,10000032,0.6,16,14,False,False,False,0,99013541,Fraternity Auxiliary,F.A.X,2026-09-15T19:26:31Z,https://eve-contract-opener.99617224.workers.dev/c/235153918,1208529751.0,0.1881308398225014,True,B_LIST_ORDER
B 挂单潜在套利,A2 Jita近郊高安,1,51.0,235608469,665000000.0,6,6,Low-grade Amulet Alpha x1 | Low-grade Amulet Beta x1 | Low-grade Amulet Delta x1 | Low-grade Amulet Epsilon x1 | Low-grade Amulet Gamma x1 | Low-grade Amulet Omega x1,Low-grade Amulet Omega x1≈155.0M | Low-grade Amulet Epsilon x1≈112.0M | Low-grade Amulet Delta x1≈49.5M | Low-grade Amulet Gamma x1≈40.2M | Low-grade Amulet Beta x1≈36.8M,412500000.0,13921874.999999998,398578125.0,0.0,-266421875.0,-0.4006343984962406,858250000.0,12873750.0,28965937.5,5149499.999999999,146260812.5,0.2141373847815575,1.0,6,6,6,6.0,60003760,Jita IV - Moon 4 - Caldari Navy Assembly Plant,30000142,Jita,10000002,0.9,0,0,False,False,False,0,99013541,Fraternity Auxiliary,F.A.X,2026-09-08T14:39:14Z,https://eve-contract-opener.99617224.workers.dev/c/235608469,146260812.5,0.2141373847815575,True,B_LIST_ORDER
B 挂单潜在套利,A2 Jita近郊高安,1,50.4,235331892,360000000.0,1,1,Mid-grade Rapture Omega x1,Mid-grade Rapture Omega x1≈294.2M,294200000.0,9929249.999999998,284270750.0,0.0,-75729250.0,-0.2103590277777778,482000000.0,7230000.0,16267499.999999998,2891999.999999999,95610500.0,0.258321580451851,1.0,1,1,1,1.0,60003760,Jita IV - Moon 4 - Caldari Navy Assembly Plant,30000142,Jita,10000002,0.9,0,0,False,False,False,0,99013541,Fraternity Auxiliary,F.A.X,2026-09-21T07:07:58Z,https://eve-contract-opener.99617224.workers.dev/c/235331892,95610500.0,0.258321580451851,True,B_LIST_ORDER
B 挂单潜在套利,A2 Jita近郊高安,1,50.4,235407221,12950000000.0,1,1,Black Market 'Valdimar' Drone Sharpshooting DS-805 x1,Black Market 'Valdimar' Drone Sharpshooting DS-805 x1≈9726.0M,9726000000.0,328252499.99999994,9397747500.0,0.0,-3552252500.0,-0.2743052123552124,15860000000.0,237900000.0,535275000.0,95159999.99999996,2041665000.0,0.1537044175062071,1.0,1,1,1,1.0,60003760,Jita IV - Moon 4 - Caldari Navy Assembly Plant,30000142,Jita,10000002,0.9,0,0,False,False,False,0,99013541,Fraternity Auxiliary,F.A.X,2026-09-23T15:52:23Z,https://eve-contract-opener.99617224.workers.dev/c/235407221,2041665000.0,0.1537044175062071,True,B_LIST_ORDER
B 挂单潜在套利,A2 Jita近郊高安,1,43.9,235365916,900000000.0,1,1,Draclira's Modified Reactor Control Unit x1,Draclira's Modified Reactor Control Unit x1≈705.5M,705500000.0,23810625.0,681689375.0,0.0,-218310625.0,-0.2425673611111111,1099000000.0,16485000.0,37091249.99999999,6593999.999999998,138829750.0,0.1503985574365791,1.0,1,1,1,5.0,60003760,Jita IV - Moon 4 - Caldari Navy Assembly Plant,30000142,Jita,10000002,0.9,0,0,False,False,False,0,99013541,Fraternity Auxiliary,F.A.X,2026-09-22T09:00:10Z,https://eve-contract-opener.99617224.workers.dev/c/235365916,138829750.0,0.1503985574365791,True,B_LIST_ORDER
B 挂单潜在套利,A2 Jita近郊高安,1,43.7,235204464,325000000.0,1,1,Xarasier Large Ancillary Shield Booster x1,Xarasier Large Ancillary Shield Booster x1≈220.3M,220300000.0,7435124.999999999,212864875.0,0.0,-112135125.0,-0.3450311538461538,419800000.0,6297000.0,14168249.999999998,2518799.9999999995,71815950.0,0.2151364614856456,1.0,1,1,1,25.0,60003760,Jita IV - Moon 4 - Caldari Navy Assembly Plant,30000142,Jita,10000002,0.9,0,0,False,False,False,0,99013541,Fraternity Auxiliary,F.A.X,2026-09-17T13:08:57Z,https://eve-contract-opener.99617224.workers.dev/c/235204464,71815950.0,0.2151364614856456,True,B_LIST_ORDER
B 挂单潜在套利,A2 Jita近郊高安,1,41.0,234952097,500000000.0,3,7736,Hail L x7732 | Large Core Defense Field Extender II x3 | Tempest Fleet Issue x1,Tempest Fleet Issue x1≈331.9M | Large Core Defense Field Extender II x3≈222.6M | Hail L x7732≈2.3M,556790576.4,18791681.953499995,537998894.4465,0.0,37998894.44649994,0.0759977888929998,622161353.6,9332420.304,20997945.684,3732968.1215999993,88098019.49039996,0.1717091456134643,1.0,3,3,3,50253.3,60003760,Jita IV - Moon 4 - Caldari Navy Assembly Plant,30000142,Jita,10000002,0.9,0,0,False,False,False,0,99013541,Fraternity Auxiliary,F.A.X,2026-09-09T18:16:03Z,https://eve-contract-opener.99617224.workers.dev/c/234952097,88098019.49039996,0.1717091456134643,True,B_LIST_ORDER
B 挂单潜在套利,B 其他高安,2,69.0,235336731,5000000000.0,10,10,Alliance Tournament XV Meta x1 | Tayra Forward 4-4 SKIN x1 | Drake Matigu Seabeast SKIN x1 | Catalyst Inner Zone Vanguard SKIN x1 | Cormorant Zakura Shumyu SKIN x1 | Catalyst Zakura Shumyu SKIN x1 | Coercer Zakura Shumyu SKIN x1 | Men's Zakura Zakitsu Exploration Suit x1 | Primae Rockbreaker Pioneers SKIN x1 | Caracal Zakura Shumyu SKIN x1,Catalyst Zakura Shumyu SKIN x1≈103.2M | Tayra Forward 4-4 SKIN x1≈85.9M | Men's Zakura Zakitsu Exploration Suit x1≈66.9M | Coercer Zakura Shumyu SKIN x1≈50.0M | Caracal Zakura Shumyu SKIN x1≈44.0M,395214300.0,13338482.624999998,381875817.375,2026076.0,-4620150258.625,-0.9236557723664692,9594291000.0,143914365.0,323807321.24999994,57565745.99999999,4066977491.75,0.7815840599768273,0.9,9,9,10,3.18,1054320370848,Ronne - Safe Abyssal Clone & Refine,30003081,Ronne,10000038,0.7,41,19,True,False,False,0,99013541,Fraternity Auxiliary,F.A.X,2026-09-21T11:21:44Z,https://eve-contract-opener.99617224.workers.dev/c/235336731,4066977491.75,0.7815840599768273,True,B_LIST_ORDER
B 挂单潜在套利,B 其他高安,2,65.0,234887270,3500000000.0,2,2,Makra's Modified Small Armor Repairer x1 | Makra's Modified Small Remote Armor Repairer x1,Makra's Modified Small Remote Armor Repairer x1≈332.7M,332700000.0,11228624.999999998,321471375.0,2112000.0,-3180640625.0,-0.9082064265791614,5488000000.0,82320000.0,185220000.0,32928000.0,1685420000.0,0.4659254262777274,0.5,1,1,2,10.0,1044140443705,Aurejet - Estate 1,30003915,Aurejet,10000049,0.5,56,21,True,False,False,0,99013541,Fraternity Auxiliary,F.A.X,2026-09-07T17:40:17Z,https://eve-contract-opener.99617224.workers.dev/c/234887270,1685420000.0,0.4659254262777274,True,B_LIST_ORDER
B 挂单潜在套利,B 其他高安,2,62.5,235630934,8000000000.0,1,4,Tuvan's Modified Ion Blaster Cannon x4,Tuvan's Modified Ion Blaster Cannon x4≈505.0M,505010000.0,17044087.499999996,487965912.5,2608000.0,-7514642087.5,-0.9390241390681636,11739000000.0,176085000.0,396191250.0,70433999.99999999,3093681750.0,0.3750314124149137,0.5,0,1,1,80.0,1054630900320,Dital - Helpful Clone Bay,30002968,Dital,10000036,0.5,38,20,True,False,False,0,99013541,Fraternity Auxiliary,F.A.X,2026-09-30T06:02:02Z,https://eve-contract-opener.99617224.workers.dev/c/235630934,3093681750.0,0.3750314124149137,True,B_LIST_ORDER
B 挂单潜在套利,B 其他高安,2,61.7,235587603,1219223035.0,154,412387,Republic Fleet EMP S x100000 | Hail M x36967 | Inferno Rage Rocket x33160 | Tremor S x26656 | Void M x24826 | EMP M x20323 | Scourge Light Missile x20200 | Scourge Rocket x20100 | Scourge Heavy Assault Missile x15324 | Antimatter Charge M x14052 | Zydrine x13308 | Quake M x10413,Core X-Type Large Armor Repairer x1≈270.8M | 'Protest' Large Armor Repairer I x2≈103.8M | Tachyon Beam Laser II x14≈72.1M | Mega Pulse Laser II x12≈57.0M | Imperial Navy Mega Pulse Laser x3≈51.9M,1231365065.31,41558570.954212494,1189806494.3557875,106952667.5,-136369208.14421248,-0.1028289146657868,1866348754.33,27995231.31495,62989270.45863749,11198092.525979996,437990457.53043246,0.3207854060555399,0.9628407297029248,153,153,154,18095.2875,1049504437450,Boystin - Cayman,30003574,Boystin,10000044,0.5,29,24,True,False,False,0,99013541,Fraternity Auxiliary,F.A.X,2026-09-14T22:21:45Z,https://eve-contract-opener.99617224.workers.dev/c/235587603,437990457.53043246,0.3207854060555399,True,B_LIST_ORDER
B 挂单潜在套利,B 其他高安,2,57.8,235649480,2500000000.0,1,1,Astero Celestial Coalescence SKIN x1,Astero Celestial Coalescence SKIN x1≈15.1M,15110000.0,509962.5,14600037.5,2000066.0,-2487400028.5,-0.994164653431308,3403000000.0,51045000.0,114851250.0,20418000.0,714685684.0,0.2777135966869943,1.0,1,1,1,0.01,60012550,Berta VI - Moon 19 - Ammatar Consulate Bureau,30000109,Berta,10000001,0.5,33,23,False,False,False,0,99013541,Fraternity Auxiliary,F.A.X,2026-09-30T17:57:46Z,https://eve-contract-opener.99617224.workers.dev/c/235649480,714685684.0,0.2777135966869943,True,B_LIST_ORDER
B 挂单潜在套利,B 其他高安,2,38.2,235358781,199000000.0,2,2,Echelon x1 | Purloined Sansha Data Analyzer x1,Echelon x1≈162.8M | Purloined Sansha Data Analyzer x1≈19.0M,181820000.0,6136424.999999999,175683575.0,24545000.0,-47861425.0,-0.2141019705204768,292140000.0,4382100.0,9859724.999999998,1752839.9999999995,52600335.0,0.2290157991159349,1.0,2,2,2,2505.0,60008494,Amarr VIII (Oris) - Emperor Family Academy,30002187,Amarr,10000043,0.9,45,11,False,False,False,0,99013541,Fraternity Auxiliary,F.A.X,2026-09-08T02:29:05Z,https://eve-contract-opener.99617224.workers.dev/c/235358781,52600335.0,0.2290157991159349,True,B_LIST_ORDER
A 即时买单套利,C 低安高风险,3,43.7,234796351,200000000.0,20,126,Nanite Repair Paste x100 | Warrior II x5 | Large Remote Armor Repairer II x2 | Large Inductive Compact Remote Capacitor Transmitter x2 | Medium Remote Armor Repairer II x2 | Damage Control II x1 | Guardian x1 | Medium Trimark Armor Pump II x1 | Medium Ancillary Current Router I x1 | Imperial Navy 1600mm Steel Plates x1 | Imperial Navy Multispectrum Energized Membrane x1 | Coreli A-Type EM Coating x1,Guardian x1≈128.7M | Imperial Navy Multispectrum Energized Membrane x1≈46.0M | Imperial Navy 1600mm Steel Plates x1≈40.3M | Medium Trimark Armor Pump II x1≈12.2M | Domination Thermal Armor Hardener x1≈7.5M,253350530.0,8550580.3875,244799949.6125,10176800.0,34623149.61250001,0.1647334511349493,310689780.0,4660346.7,10485780.075,1864138.68,83502714.54500002,0.3853355756453982,1.0,20,20,20,10221.0,1048983558976,Ahbazon - Tortuga Tradeport,30005196,Ahbazon,10000067,0.4,-1,4,True,False,False,0,99013541,Fraternity Auxiliary,F.A.X,2026-09-05T07:40:29Z,https://eve-contract-opener.99617224.workers.dev/c/234796351,34623149.61250001,0.1647334511349493,True,A_INSTANT_BUY_ORDER
A 即时买单套利,C 低安高风险,3,41.6,234796472,200000000.0,18,123,Nanite Repair Paste x100 | Warrior II x4 | Large Remote Armor Repairer II x2 | Large Inductive Compact Remote Capacitor Transmitter x2 | Medium Remote Armor Repairer II x2 | Imperial Navy 1600mm Steel Plates x1 | Imperial Navy Multispectrum Energized Membrane x1 | Medium Ancillary Current Router I x1 | Domination Thermal Armor Hardener x1 | Coreli A-Type EM Coating x1 | Medium Trimark Armor Pump II x1 | Guardian x1,Guardian x1≈128.7M | Imperial Navy Multispectrum Energized Membrane x1≈46.0M | Imperial Navy 1600mm Steel Plates x1≈40.3M | Medium Trimark Armor Pump II x1≈12.2M | Domination Thermal Armor Hardener x1≈7.5M,250980030.0,8470576.0125,242509453.9875,10171200.0,32338253.98750001,0.1538662480277983,308147680.0,4622215.2,10399984.2,1848886.08,81105394.52000004,0.3743746906342872,1.0,18,18,18,10214.0,1048983558976,Ahbazon - Tortuga Tradeport,30005196,Ahbazon,10000067,0.4,-1,4,True,False,False,0,99013541,Fraternity Auxiliary,F.A.X,2026-09-05T07:43:41Z,https://eve-contract-opener.99617224.workers.dev/c/234796472,32338253.98750001,0.1538662480277983,True,A_INSTANT_BUY_ORDER
B 挂单潜在套利,C 低安高风险,3,62.0,235180229,9696000000.0,59,41449,Alignment Sequencer x18371 | Fermionic Sequencer x13453 | Kerr Sequencer x9344 | Agency 'Overclocker' SB3 Dose I x38 | Agency 'Pyrolancea' DB5 Dose II x25 | Agency 'Hardshell' TB7 Dose III x18 | Agency 'Pyrolancea' DB7 Dose III x16 | Agency 'Hardshell' TB5 Dose II x15 | Starsi Blast! Classic x14 | Agency 'Hardshell' TB3 Dose I x13 | Antipharmakon Thureo x11 | Agency 'Overclocker' SB9 Dose IV x10,Loki Republic Police SKIN x1≈3205.0M | Legion Imperial Police SKIN x1≈1810.0M | Vargur Republic Police SKIN x1≈1011.0M | Agency 'Pyrolancea' DB7 Dose III x16≈597.2M | Starsi Blast! Classic x14≈590.7M,10918258959.05,368491239.8679375,10549767719.182062,3546279.2,850221439.9820621,0.0876557949731424,17030733722.07,255461005.83105,574787263.1198624,102184402.33241998,6398754771.586667,0.6362367319324828,0.9999758739655964,58,58,58,286.348,60007717,Hier V - Royal Amarr Institute School,30004240,Hier,10000054,0.4,-1,27,False,False,False,0,99013541,Fraternity Auxiliary,F.A.X,2026-09-16T16:44:53Z,https://eve-contract-opener.99617224.workers.dev/c/235180229,6398754771.586667,0.6362367319324828,True,B_LIST_ORDER
B 挂单潜在套利,C 低安高风险,3,49.8,235154739,600000000.0,3,48,Cyclops I x20 | Malleus I x16 | Tyrfing I x12,Cyclops I x20≈173.1M | Tyrfing I x12≈163.2M | Malleus I x16≈133.6M,469959000.0,15861116.249999998,454097883.75,122960000.0,-268862116.25,-0.3718907218241673,983720000.0,14755800.0,33200550.0,5902319.999999998,206901330.0,0.2782359983374262,1.0,3,3,3,86400.0,60005200,Tannolen VI - Moon 14 - Republic Security Services Testing Facilities,30002812,Tannolen,10000033,0.3,-1,7,False,False,False,0,99013541,Fraternity Auxiliary,F.A.X,2026-09-15T20:06:24Z,https://eve-contract-opener.99617224.workers.dev/c/235154739,206901330.0,0.2782359983374262,True,B_LIST_ORDER
B 挂单潜在套利,C 低安高风险,3,49.2,235259895,135000000000.0,1,1,'Draccous' Fortizar x1,'Draccous' Fortizar x1≈85000.0M,85000000000.0,2868749999.9999995,82131250000.0,162000000.0,-53030750000.0,-0.3923495509092792,183000000000.0,2745000000.0,6176249999.999999,1097999999.9999998,37818750000.0,0.2720675515269234,1.0,1,1,1,80000.0,60000964,Obe VI - Caldari Provisions Plantation,30000205,Obe,10000002,0.3,-1,10,False,False,False,0,99013541,Fraternity Auxiliary,F.A.X,2026-09-05T08:47:49Z,https://eve-contract-opener.99617224.workers.dev/c/235259895,37818750000.0,0.2720675515269234,True,B_LIST_ORDER
B 挂单潜在套利,C 低安高风险,3,48.9,235192443,125000000.0,2,31488,Compressed Shimmering Sperrylite x30869 | Cinnabar x619,Compressed Shimmering Sperrylite x30869≈74.2M | Cinnabar x619≈0.2M,74403213.5,2511108.4556249995,71892105.044375,39107600.0,-92215494.955625,-0.5619209284373484,246952000.0,3704280.0,8334629.999999999,1481711.9999999995,69323778.0,0.4094884938113901,1.0,2,2,1,9276.9,60007393,Sieh II - Moon 1 - Joint Harvesting Plantation,30003557,Sieh,10000043,0.3,-1,20,False,False,False,0,99013541,Fraternity Auxiliary,F.A.X,2026-09-17T02:22:54Z,https://eve-contract-opener.99617224.workers.dev/c/235192443,69323778.0,0.4094884938113901,True,B_LIST_ORDER
B 挂单潜在套利,C 低安高风险,3,47.8,234771393,120000000.0,1,2,Dual Giga Pulse Laser I x2,Dual Giga Pulse Laser I x2≈119.6M,119580000.0,4035825.0,115544175.0,8000000.0,-12455825.0,-0.0973111328125,196550000.0,2948250.0,6633562.499999999,1179299.9999999998,57788887.5,0.4373719750347297,1.0,1,1,1,2000.0,60006028,Aset II - Moon 1 - Freedom Extension Storage,30002084,Aset,10000042,0.4,-1,15,False,False,False,0,99013541,Fraternity Auxiliary,F.A.X,2026-09-04T13:42:42Z,https://eve-contract-opener.99617224.workers.dev/c/234771393,57788887.5,0.4373719750347297,True,B_LIST_ORDER
A 即时买单套利,D 非友军00高风险,4,58.9,235504511,125000000.0,172,115001,Scourge Heavy Assault Missile x26488 | Scourge Heavy Missile x5496 | EMP L x4002 | Defender Missile I x3990 | Shadow Lead Charge S x2000 | Republic Fleet Fusion L x2000 | Republic Fleet Proton L x2000 | Guardian Tungsten Charge M x2000 | Shadow Thorium Charge L x2000 | Mining Laser Field Enhancement Charge x1954 | Mining Laser Optimization Charge x1954 | Quake L x1954,Dark Blood Multispectrum Energized Membrane x1≈40.7M | Dark Blood Cap Recharger x1≈29.3M | Dark Blood Small Capacitor Booster x1≈26.0M | Fierce Exotic Filament x10≈22.0M | Dark Blood Radio M x7≈17.5M,217701457.95,7347424.205812499,210354033.74418747,35107700.0,50246333.744187474,0.3138283401996748,405536553.21,6083048.29815,13686858.6708375,2433219.31926,223225726.9217525,1.3238078197058447,0.7469935044043096,164,164,168,5517.95,1045667241057,玩家建筑 1045667241057,30004600,C-N4OD,10000058,-0.6,-1,30,True,False,False,1900696668,99013541,Fraternity Auxiliary,F.A.X,2026-09-26T15:55:08Z,https://eve-contract-opener.99617224.workers.dev/c/235504511,50246333.744187474,0.3138283401996748,True,A_INSTANT_BUY_ORDER
A 即时买单套利,D 非友军00高风险,4,34.4,235676727,300000000.0,8,364,Accelerant Decryptor x94 | Parity Decryptor x89 | Augmentation Decryptor x81 | Attainment Decryptor x23 | Symmetry Decryptor x23 | Process Decryptor x23 | Optimized Attainment Decryptor x16 | Optimized Augmentation Decryptor x15,Parity Decryptor x89≈87.8M | Optimized Augmentation Decryptor x15≈68.8M | Augmentation Decryptor x81≈54.4M | Optimized Attainment Decryptor x16≈54.2M | Attainment Decryptor x23≈44.3M,356980700.0,12048098.624999998,344932601.375,2189280.0,42743321.375,0.1414455250530396,418507200.0,6277608.0,14124617.999999998,2511043.2,93404650.8,0.3003578113712785,1.0,8,8,8,36.4,1049588174021,玩家建筑 1049588174021,30000772,C-J6MT,10000009,-0.3,-1,26,True,False,False,1354830081,99013541,Fraternity Auxiliary,F.A.X,2026-10-01T15:02:34Z,https://eve-contract-opener.99617224.workers.dev/c/235676727,42743321.375,0.1414455250530396,True,A_INSTANT_BUY_ORDER
A 即时买单套利,D 非友军00高风险,4,30.6,235693096,250000000.0,28,4560,Occult M x1438 | Meson Exotic Plasma M x1000 | Mystic M x775 | Baryon Exotic Plasma M x500 | Tetryon Exotic Plasma M x500 | Nanite Repair Paste x289 | Navy Cap Booster 800 x19 | Vespa EC-600 x5 | Acolyte II x5 | Agency 'Pyrolancea' DB5 Dose II x3 | Standard Drop Booster x3 | Medium Energy Neutralizer II x3,Medium Ancillary Current Router II x2≈65.5M | Vedmak x1≈63.1M | Dark Blood Multispectrum Energized Membrane x1≈40.7M | Heavy Entropic Disintegrator II x1≈31.0M | Agency 'Pyrolancea' DB5 Dose II x3≈29.2M,340496360.0,11491752.15,329004607.85,42686676.0,36317931.85000002,0.1240846776708073,386338804.0,5795082.06,13038934.634999998,2318032.824,72500078.481,0.2410243646378026,1.0,28,28,28,10707.02,60012196,D87E-A VII - Moon 16 - Archangels Assembly Plant,30001010,D87E-A,10000012,-0.1,-1,19,False,False,False,0,99013541,Fraternity Auxiliary,F.A.X,2026-10-02T02:53:17Z,https://eve-contract-opener.99617224.workers.dev/c/235693096,36317931.85000002,0.1240846776708073,True,A_INSTANT_BUY_ORDER
B 挂单潜在套利,D 非友军00高风险,4,50.0,234858145,12500000000.0,1,1,Cormack's Modified Large Plasma Smartbomb x1,Cormack's Modified Large Plasma Smartbomb x1≈9000.0M,9000000000.0,303749999.99999994,8696250000.0,2300000.0,-3806050000.0,-0.3044279852507138,17990000000.0,269850000.0,607162499.9999999,107939999.99999996,4502747500.0,0.3495897544194178,1.0,1,1,1,50.0,1045667241057,玩家建筑 1045667241057,30004600,C-N4OD,10000058,-0.6,-1,30,True,False,False,1900696668,99013541,Fraternity Auxiliary,F.A.X,2026-09-06T20:29:52Z,https://eve-contract-opener.99617224.workers.dev/c/234858145,4502747500.0,0.3495897544194178,True,B_LIST_ORDER
B 挂单潜在套利,D 非友军00高风险,4,49.1,235674921,6500000000.0,1,1,Unit W-634's Modified Fighter Support Unit x1,Unit W-634's Modified Fighter Support Unit x1≈5542.0M,5542000000.0,187042500.0,5354957500.0,2640000.0,-1147682500.0,-0.1764948543975985,9299000000.0,139485000.0,313841249.99999994,55793999.99999999,2287239750.0,0.3414851314266416,1.0,1,1,1,200.0,1053970513596,玩家建筑 1053970513596,30000240,4-HWWF,10000003,-0.5,-1,16,True,False,False,99003581,99013541,Fraternity Auxiliary,F.A.X,2026-10-01T14:07:28Z,https://eve-contract-opener.99617224.workers.dev/c/235674921,2287239750.0,0.3414851314266416,True,B_LIST_ORDER
B 挂单潜在套利,D 非友军00高风险,4,45.9,234877290,280000000.0,1,1,Xarasier Large Ancillary Shield Booster x1,Xarasier Large Ancillary Shield Booster x1≈220.3M,220300000.0,7435124.999999999,212864875.0,2150000.0,-69285125.0,-0.2455613149034201,419800000.0,6297000.0,14168249.999999998,2518799.9999999995,114665950.0,0.3940873807162216,1.0,1,1,1,25.0,1046664001931,玩家建筑 1046664001931,30004807,UALX-3,10000061,-0.2,-1,30,True,False,False,99003214,99013541,Fraternity Auxiliary,F.A.X,2026-09-07T11:59:44Z,https://eve-contract-opener.99617224.workers.dev/c/234877290,114665950.0,0.3940873807162216,True,B_LIST_ORDER
B 挂单潜在套利,D 非友军00高风险,4,45.7,235346842,150000000.0,1,3,Compact Vorton Tuning System I x3,Compact Vorton Tuning System I x3≈71.2M,71230000.0,2404012.4999999995,68825987.5,2078000.0,-83252012.5,-0.5474296906850432,274500000.0,4117500.0,9264374.999999998,1646999.9999999995,107393125.0,0.6803815512298652,1.0,1,1,1,15.0,1049588174021,玩家建筑 1049588174021,30000772,C-J6MT,10000009,-0.3,-1,26,True,False,False,1354830081,99013541,Fraternity Auxiliary,F.A.X,2026-09-21T17:32:56Z,https://eve-contract-opener.99617224.workers.dev/c/235346842,107393125.0,0.6803815512298652,True,B_LIST_ORDER
B 挂单潜在套利,D 非友军00高风险,4,44.4,235505265,6350000000.0,1,1,Unit P-343554's Modified Drone Damage Amplifier x1,Unit P-343554's Modified Drone Damage Amplifier x1≈5357.0M,5357000000.0,180798750.0,5176201250.0,2026000.0,-1175824750.0,-0.1851101916144549,8750000000.0,131250000.0,295312499.99999994,52499999.99999999,1918911500.0,0.2936011729900168,1.0,1,1,1,5.0,1049588174021,玩家建筑 1049588174021,30000772,C-J6MT,10000009,-0.3,-1,26,True,False,False,1354830081,99013541,Fraternity Auxiliary,F.A.X,2026-09-26T16:18:55Z,https://eve-contract-opener.99617224.workers.dev/c/235505265,1918911500.0,0.2936011729900168,True,B_LIST_ORDER
B 挂单潜在套利,D 非友军00高风险,4,40.3,235462440,350000000.0,1,1,Radical Drone Damage Amplifier Mutaplasmid x1,Radical Drone Damage Amplifier Mutaplasmid x1≈399.9M,399900000.0,13496624.999999998,386403375.0,2005200.0,34398175.0,0.0977206444677521,499900000.0,7498500.0,16871624.999999996,2999399.999999999,120525275.0,0.3324806739583744,1.0,1,1,1,1.0,1049588174021,玩家建筑 1049588174021,30000772,C-J6MT,10000009,-0.3,-1,26,True,False,False,1354830081,99013541,Fraternity Auxiliary,F.A.X,2026-09-25T12:18:49Z,https://eve-contract-opener.99617224.workers.dev/c/235462440,120525275.0,0.3324806739583744,True,B_LIST_ORDER
B 挂单潜在套利,D 非友军00高风险,4,38.5,234921467,500000000.0,11,31,Small AutoCannon Battery x10 | Medium AutoCannon Battery x5 | Energy Neutralizing Battery x3 | Warp Disruption Battery x3 | Jump Bridge x2 | Stasis Webification Battery x2 | Small Beam Laser Battery x2 | Medium Beam Laser Battery x1 | Medium Pulse Laser Battery x1 | Small Pulse Laser Battery x1 | Domination Stasis Webification Battery x1,Domination Stasis Webification Battery x1≈60.4M | Jump Bridge x2≈27.6M | Small AutoCannon Battery x10≈25.0M | Energy Neutralizing Battery x3≈11.8M | Stasis Webification Battery x2≈8.0M,145529400.0,4911617.249999999,140617782.75,900200000.0,-1259582217.25,-0.8995730733109556,1864311000.0,27964665.0,62920496.24999999,11185865.999999996,362039972.75,0.2515300928804812,0.8387096774193549,10,10,11,249500.0,60000085,Egbinger XI - Moon 3 - CBD Corporation Storage,30002420,Egbinger,10000028,0.0,-1,18,False,False,False,0,99013541,Fraternity Auxiliary,F.A.X,2026-09-08T18:45:40Z,https://eve-contract-opener.99617224.workers.dev/c/234921467,362039972.75,0.2515300928804812,True,B_LIST_ORDER
B 挂单潜在套利,D 非友军00高风险,4,31.1,235169461,10535000000.0,1,1,Estamel's Modified Rapid Heavy Missile Launcher x1,Estamel's Modified Rapid Heavy Missile Launcher x1≈10850.0M,10850000000.0,366187500.0,10483812500.0,2064000.0,-53251500.0,-0.0050537322350893,12990000000.0,194850000.0,438412500.0,77939999.99999999,1741733500.0,0.1611246090835269,1.0,1,1,1,20.0,1053970513596,玩家建筑 1053970513596,30000240,4-HWWF,10000003,-0.5,-1,16,True,False,False,99003581,99013541,Fraternity Auxiliary,F.A.X,2026-09-16T09:12:15Z,https://eve-contract-opener.99617224.workers.dev/c/235169461,1741733500.0,0.1611246090835269,True,B_LIST_ORDER
B 挂单潜在套利,D 非友军00高风险,4,30.3,235618636,4000000000.0,1,1,Raysere's Modified Power Diagnostic System x1,Raysere's Modified Power Diagnostic System x1≈3683.0M,3683000000.0,124301250.0,3558698750.0,2026000.0,-443327250.0,-0.1107757046056172,4900000000.0,73500000.0,165374999.99999997,29400000.0,629699000.0,0.1534008164824408,1.0,1,1,1,5.0,1049588174021,玩家建筑 1049588174021,30000772,C-J6MT,10000009,-0.3,-1,26,True,False,False,1354830081,99013541,Fraternity Auxiliary,F.A.X,2026-09-29T19:45:10Z,https://eve-contract-opener.99617224.workers.dev/c/235618636,629699000.0,0.1534008164824408,True,B_LIST_ORDER
